id,gene,biotype,logFC,logCPM,F,PValue,FDR,mC_1,mC_2,mC_3,mdlc_1,mdlc_2,mdlc_3,Prp19_1,Prp19_2,Prp19_3
FBgn0263004,CG43312,protein_coding,-1.218870368,3.332090312,91.17441868,2.21E-07,1.01E-06,16.0306611,17.66746722,15.13531262,7.929868006,5.881073739,7.174403203,6.458674084,7.652601386,6.36596501
FBgn0036512,CG16979,protein_coding,-1.218285902,8.566503868,213.9377234,1.13E-09,1.37E-08,459.1587546,512.6024187,460.3911537,226.8731648,184.1031779,204.5381743,448.4596613,467.6907601,448.3936858
FBgn0035437,Strip,protein_coding,-1.216927037,8.733133192,294.6831089,1.43E-10,3.14E-09,554.1579514,607.0513637,550.2380263,250.7919432,235.9091124,249.576409,437.6797161,473.9129687,470.5309702
FBgn0034140,Lst,protein_coding,-1.21687661,1.600233187,23.52194899,0.000360508,0.000729847,6.540413013,3.635353593,6.365634838,2.84183505,2.664651259,1.547041122,1.022236186,0.858235669,1.053016769
FBgn0034085,Ptp52F,protein_coding,-1.215454104,3.14695793,131.4933501,2.40E-08,1.50E-07,13.80619531,14.73459741,16.03259626,6.056840359,6.325182282,6.826318951,5.552601101,4.958694979,5.02576185
FBgn0001247,Ide,protein_coding,-1.215263979,6.642155584,294.945023,1.43E-10,3.13E-09,132.2227304,134.5607692,134.0846487,56.18365305,53.52853729,63.04192572,108.1711746,108.3045735,108.8915068
FBgn0026160,tna,protein_coding,-1.212435758,9.024729545,115.4800973,7.86E-08,4.13E-07,775.9758774,890.2225778,718.0300659,396.2709334,340.9004093,291.4625474,390.0295702,446.4255874,438.0789079
FBgn0050369,CG30369,protein_coding,-1.21211418,5.397412751,102.8638984,2.30E-07,1.04E-06,54.07627987,52.1945453,47.87770033,26.66732082,21.38449925,18.35177531,47.71984377,56.69123394,54.51754997
FBgn0035823,eIF4E5,protein_coding,-1.210402658,9.135233552,201.2661332,1.66E-09,1.84E-08,795.6333849,819.183905,831.8665782,376.8589036,321.312531,359.1842725,516.8565552,567.5083364,472.3019529
FBgn0259701,CG42355,protein_coding,-1.209638426,7.961548062,57.33293227,2.83E-05,7.33E-05,356.3255696,397.3072673,400.2900801,186.1330194,192.3797462,119.973039,201.1482022,210.3869384,179.1325117
FBgn0033498,CG12209,protein_coding,-1.209355717,5.312344756,80.77558529,1.71E-06,6.01E-06,65.99651504,67.33307089,66.99153472,29.67421195,22.57551761,34.53769305,20.67705013,26.3192272,23.11850451
FBgn0030556,mRNA-cap,protein_coding,-1.208818863,6.726598605,268.7506815,2.60E-10,4.76E-09,156.1599166,167.5599451,147.8994307,71.79939312,69.06560738,63.08060175,90.44466982,91.13986012,95.77666154
FBgn0266874,lncRNA:CR45335,ncRNA,-1.20875285,2.224098444,49.69700249,6.99E-06,2.08E-05,8.160404407,9.06204084,8.058622827,4.384750544,3.599970767,2.900702104,1.347493154,2.026389775,1.866711544
FBgn0267383,Ubc87F,protein_coding,-1.208742921,7.777814197,249.4677753,4.21E-10,6.54E-09,290.5587548,274.1267354,271.5552734,134.520702,115.2730826,111.9090872,252.9105255,259.8546888,264.5225987
FBgn0038881,CG16791,protein_coding,-1.207836083,5.000183384,211.5055811,1.21E-09,1.46E-08,44.42886844,53.38876774,48.58875528,21.85198921,21.25664982,20.22756267,24.99832128,27.91649914,25.15274145
FBgn0036346,CG11251,protein_coding,-1.207831448,7.492208568,173.2299893,4.30E-09,3.83E-08,208.3018784,221.8268175,202.5321531,96.21333968,77.82665774,99.97753251,255.0014631,228.3622077,230.6346045
FBgn0036369,CG10089,protein_coding,-1.20775597,8.467368558,227.7720623,7.54E-10,1.01E-08,490.8694817,532.14903,486.3785193,242.1803218,206.5441172,204.6542024,327.2085101,354.6420505,340.7466534
FBgn0032003,CG8349,protein_coding,-1.207203001,7.658947912,177.2151,3.72E-09,3.41E-08,275.0479417,308.8294344,286.690586,140.9865944,114.4454258,121.5587562,181.2842945,210.1246997,179.8504776
FBgn0061435,CG30270,protein_coding,-1.206039379,7.191202727,130.7389049,3.65E-08,2.13E-07,210.8044024,210.7100116,198.9768783,103.6767449,93.00036629,72.03410224,146.0636114,140.5360909,139.309332
FBgn0260026,CG42494,protein_coding,-1.204704565,3.017810912,90.81626783,2.26E-07,1.03E-06,13.55231606,11.43292362,11.6138976,5.848726176,5.430236278,4.56377131,6.388976163,6.293728243,7.490778377
FBgn0003159,CG2841,protein_coding,-1.204613577,8.479735183,214.8855383,1.09E-09,1.34E-08,405.0824747,443.4077657,443.1396061,205.9397486,172.1660786,182.2607822,422.4855691,466.6656453,471.9669021
FBgn0032374,CG14931,protein_coding,-1.204398938,4.598205258,285.300097,1.77E-10,3.63E-09,43.60678325,43.6593673,41.76601369,19.08909402,18.8409685,18.04236708,10.43145563,11.13322382,10.81735408
FBgn0005390,fs(1)M3,protein_coding,-1.203467527,1.210588561,43.9147158,1.35E-05,3.78E-05,2.720134802,3.863660823,3.724573576,1.600326303,1.480361811,1.372998996,1.998007091,2.193268933,1.723118349
FBgn0033033,scaf,protein_coding,-1.202789633,3.798998792,86.36345222,3.05E-07,1.34E-06,21.26540941,20.38959189,23.21086533,9.415372691,10.42309293,8.296008016,9.083962471,12.73049576,10.1472525
FBgn0250823,gish,protein_coding,-1.201815411,10.02859162,204.879581,1.48E-09,1.70E-08,1468.050708,1538.035563,1655.454445,720.1898946,679.8359748,626.3389362,862.442084,949.5185689,900.4011337
FBgn0262509,nrm,protein_coding,-1.201601866,5.321032248,340.252961,5.63E-11,1.69E-09,59.26267022,63.57478264,62.06493967,26.66732082,27.44052484,26.26102305,31.94488081,30.75344482,31.54263866
FBgn0035273,CG12020,protein_coding,-1.201324011,6.919856275,179.6736064,3.41E-09,3.20E-08,154.7091781,170.0186383,153.4862911,75.82532611,60.06904493,72.1114543,126.9199155,142.896239,133.780994
FBgn0024245,dnt,protein_coding,-1.201093473,4.216573285,140.8629729,1.57E-08,1.05E-07,28.20477553,24.58693251,28.37447869,12.91743205,11.63429805,10.71325977,16.00728937,18.52358653,16.17816672
FBgn0016984,sktl,protein_coding,-1.200875614,5.866841523,355.8209437,4.20E-11,1.42E-09,88.27744145,85.63277352,85.93607032,37.71172522,39.33052174,35.94936807,49.46229182,51.49414017,51.21490647
FBgn0028397,Tob,protein_coding,-1.200799597,8.430027278,253.9879833,3.75E-10,6.08E-09,460.6578511,498.9039848,460.8651904,224.8781392,199.2836154,193.6702105,366.8433949,357.7412349,341.2013652
FBgn0040352,CG14416,protein_coding,-1.20078682,1.873425264,38.64579603,2.63E-05,6.85E-05,5.851312197,7.973190971,7.144409313,3.652762728,3.034741712,2.378575725,0.534350734,0.858235669,0.813694776
FBgn0262875,CG43230,protein_coding,-1.199718391,1.309233472,47.68303457,8.74E-06,2.55E-05,3.421325107,3.933909202,4.60492733,1.815616837,1.453446141,1.953139416,1.672750123,1.66879158,1.507728555
FBgn0040649,CG15461,protein_coding,-1.198774059,4.245592022,101.0591857,1.19E-07,5.93E-07,20.9752617,22.58485372,20.72217298,9.35078553,7.543116317,11.19671012,26.6710714,25.74707008,26.27755482
FBgn0037626,CG8236,protein_coding,-1.198734451,7.031993624,158.422885,7.53E-09,5.84E-08,156.4137959,176.3585545,153.3339222,76.74389905,60.18343652,74.91546633,152.6616813,170.2644209,157.1388205
FBgn0032004,CG8292,protein_coding,-1.198690538,7.267174907,178.9306573,3.50E-09,3.26E-08,220.1133082,234.3837152,208.4068214,102.3562963,85.7398645,100.7703911,129.3825755,152.9328283,152.1848553
FBgn0030719,eIF5,protein_coding,-1.198635255,3.441582268,79.62968952,4.91E-07,2.02E-06,11.8960562,15.01559093,17.87795316,6.422834267,6.082941258,7.019699091,10.77994523,11.68154106,11.03274387
FBgn0040496,CG17104,protein_coding,-1.19818081,6.411380733,56.35233448,2.90E-05,7.49E-05,113.1938762,130.2053697,125.8567271,61.13533533,61.19950304,38.26992975,74.78587006,83.53493849,77.68391888
FBgn0036250,Ir68b,protein_coding,-1.197940333,1.742401795,60.23564647,2.43E-06,8.17E-06,6.020565029,5.602308194,4.808085889,2.691131676,2.146524625,2.320561683,1.765680685,2.121749294,2.225694534
FBgn0037766,Teh1,protein_coding,-1.197848894,1.802907752,56.06713609,3.62E-06,1.16E-05,6.189817861,6.006236371,7.245988593,3.035596531,2.523343995,2.920040118,0.78990978,0.882075549,1.172677765
FBgn0000036,nAChRalpha1,protein_coding,-1.196619114,2.805116725,67.32537223,1.29E-06,4.69E-06,11.30367129,14.102362,12.35881232,5.511437673,4.804446967,6.188164488,2.555590465,3.24222364,2.297491131
FBgn0261561,CG42675,protein_coding,-1.195494184,8.059853823,237.3837381,5.79E-10,8.27E-09,383.7445284,383.0468464,380.6344896,181.7123871,150.4182178,168.8982145,235.0446249,261.213562,256.7685661
FBgn0026189,promL,protein_coding,-1.195097783,8.831041107,200.2929761,1.71E-09,1.89E-08,645.6270177,700.4817072,661.1625993,326.3373916,265.5499932,284.7522565,384.7557608,429.070155,400.8404058
FBgn0025777,homer,protein_coding,-1.194568795,7.076524191,265.8734282,2.79E-10,4.99E-09,197.6510395,210.411456,192.3065057,91.33342091,90.94131759,79.92401196,120.4380088,112.6195917,118.9190983
FBgn0031127,CG1835,protein_coding,-1.193199676,6.946075102,263.3004661,2.97E-10,5.19E-09,155.8335004,170.2820697,172.8202139,72.16538703,70.72092104,75.34090264,120.3450783,136.5786708,135.6716378
FBgn0040763,CG18336,protein_coding,-1.192368275,7.427907401,153.0868955,9.34E-09,6.89E-08,269.3537929,250.2774109,241.3354378,127.8754009,102.8784169,102.1433901,137.9554198,165.0434872,152.6874314
FBgn0032955,CG2201,protein_coding,-1.191923041,5.421230169,299.2709053,1.30E-10,2.95E-09,65.69427784,64.38263899,70.41137046,30.46361057,27.93846472,29.35510529,32.50246419,33.18511255,31.42297766
FBgn0032814,CG10366,protein_coding,-1.190070057,5.355214489,288.3077961,1.65E-10,3.45E-09,59.78251821,64.15433176,57.6631709,26.8610823,27.56164535,25.12008022,35.40654426,36.28429691,35.37179055
FBgn0004635,rho,protein_coding,-1.189980395,2.14005473,44.51934138,1.26E-05,3.53E-05,5.150121892,4.162216432,7.110549554,2.719837081,2.287831889,2.165857571,5.599066382,5.363972934,5.217219444
FBgn0003460,so,protein_coding,-1.189757519,4.113494009,160.0259252,7.07E-09,5.56E-08,26.1132941,28.08178935,25.14087164,12.49402733,10.84701472,11.42876629,13.40523362,13.0404142,14.98155675
FBgn0026147,TTLL4A,protein_coding,-1.189667854,9.783849057,206.9906786,1.39E-09,1.62E-08,1222.815444,1402.789872,1293.883,593.9435254,547.9559242,576.408184,706.6207636,793.128958,795.9610161
FBgn0264266,lncRNA:CR43766,ncRNA,-1.189452804,2.303648128,73.15961063,8.03E-07,3.10E-06,8.764878807,8.447367527,8.803537543,4.190989064,3.875856377,3.306800398,2.462659903,2.193268933,1.794914946
FBgn0283625,CG46298,protein_coding,-1.189079017,9.103142636,137.6935271,1.81E-08,1.18E-07,660.9564885,694.0364185,680.5473118,342.9506444,290.224933,259.3614441,605.4426138,734.3398146,681.7804933
FBgn0052371,CG32371,protein_coding,-1.188884528,9.776378584,195.1962668,2.02E-09,2.14E-08,1029.057219,1054.99015,1159.899931,475.1677378,439.4723192,508.3963887,1026.557457,1148.796123,1050.551752
FBgn0032372,CG4988,protein_coding,-1.188527716,8.063102015,228.7782129,7.33E-10,9.92E-09,353.7625981,333.8202951,360.0646855,168.2710814,141.2399746,150.1210029,291.012056,320.2887839,288.4787302
FBgn0033996,CG11807,protein_coding,-1.187971801,5.810895605,256.690056,3.50E-10,5.84E-09,76.8286963,80.50464188,79.87517332,35.40094015,32.19114046,36.56818452,51.62292739,53.32981091,58.84927805
FBgn0015300,Ssl,protein_coding,-1.187703692,5.4897115,241.584496,5.17E-10,7.63E-09,74.87019924,77.58933417,67.12697376,33.69296858,30.81171241,31.88838513,30.92264463,27.89265926,29.19728313
FBgn0037720,CG8312,protein_coding,-1.186951535,6.685176529,296.6867739,1.37E-10,3.05E-09,138.8356803,155.10842,138.7065059,64.85268522,63.62191327,61.51422261,104.8721396,100.2228543,98.33740687
FBgn0035006,CG4563,protein_coding,-1.186157897,3.194824414,72.6534758,8.36E-07,3.22E-06,9.550695528,12.10028321,9.734680936,5.339205245,3.754735865,4.699137408,11.89511198,12.51593685,13.11484521
FBgn0035989,Tat,protein_coding,-1.185487547,8.420710205,244.2018587,4.82E-10,7.23E-09,461.3590414,448.4832111,471.9373318,222.0650096,196.6458798,188.7196789,347.3047442,382.7969485,364.7745815
FBgn0265089,eIF4E3,protein_coding,-1.185349711,7.399933953,158.1006553,7.63E-09,5.91E-08,292.7469522,258.8828372,313.6090951,115.8263073,118.9336136,145.9053158,93.02349293,90.73458217,89.86540832
FBgn0261514,NimA,protein_coding,-1.184502745,4.986551497,96.09099854,2.97E-07,1.30E-06,43.02648783,46.53955082,47.26822465,22.23951217,22.00355964,15.79915746,26.32258179,32.20767748,29.74772371
FBgn0086704,stops,protein_coding,-1.184288841,1.770007168,68.98674869,1.13E-06,4.16E-06,5.754596293,5.654994478,4.757296249,2.432783035,2.408952401,2.262547641,2.183868216,2.670066527,2.225694534
FBgn0042185,MCU,protein_coding,-1.184227659,6.144012931,328.129604,7.13E-11,1.99E-09,104.0300443,107.8136991,111.5340487,47.85190938,47.51961412,46.91402202,58.0351362,58.90834276,53.6081264
FBgn0267957,lncRNA:CR46237,ncRNA,-1.182826562,1.385996473,36.5269229,3.50E-05,8.84E-05,2.67177685,4.618830893,3.538344897,1.664913464,1.695687165,1.372998996,2.787916871,2.622386768,2.512880925
FBgn0260634,eIF4G2,protein_coding,-1.182792513,11.16887183,110.2734235,7.05E-08,3.76E-07,2832.240624,3469.690354,2940.31382,1532.122262,1371.467742,1167.339217,2355.20894,2512.318043,2540.163632
FBgn0040524,CG11052,protein_coding,-1.182372781,5.318617322,128.9637084,2.79E-08,1.70E-07,63.88085464,55.1625393,64.72293082,23.83266212,26.35716915,30.90214641,28.36705416,34.21022738,31.49477426
FBgn0052112,CG32112,protein_coding,-1.182234346,7.123027675,316.4602457,9.02E-11,2.34E-09,209.1118741,208.9713642,210.7770046,95.51723362,91.58729366,89.97977926,108.6125948,122.274743,117.4831663
FBgn0265265,CG32727,protein_coding,-1.181757798,4.87544943,160.4324848,6.96E-09,5.49E-08,36.87293843,36.81015039,41.10574837,16.13243735,15.26118448,19.299338,32.08427666,34.97310353,31.73409625
FBgn0050416,CG30416,protein_coding,-1.181593234,7.687486362,255.5212076,3.60E-10,5.94E-09,279.8837369,289.2828231,269.6591269,135.6976236,120.2726682,113.7268605,217.062561,219.1123344,210.5315571
FBgn0039249,CG11168,protein_coding,-1.181128749,5.162404175,209.1900791,1.30E-09,1.54E-08,55.58746587,56.25138917,64.51977226,25.8779222,25.89960277,25.99029085,21.25786614,24.69811538,21.82616575
FBgn0033473,CG12128,protein_coding,-1.180564285,4.942595861,298.82039,1.31E-10,2.96E-09,43.64305172,40.69137331,41.47820573,18.3284008,18.13443218,19.06728183,31.73578705,32.82751436,30.82467268
FBgn0030993,Mec2,protein_coding,-1.178942706,1.510898919,48.16644899,8.28E-06,2.43E-05,4.666542372,3.617791498,4.943524928,2.009378318,2.15998246,1.643731192,2.021239731,2.312468332,1.938508142
FBgn0051533,CG31533,protein_coding,-1.17719259,8.850152302,203.5146453,1.55E-09,1.76E-08,549.4067826,568.8011215,563.3586832,264.3480705,218.4139273,260.9278232,543.5508593,579.7620346,605.0299302
FBgn0023521,CG3587,protein_coding,-1.176617365,5.065457367,197.2437691,1.89E-09,2.03E-08,48.82944207,51.36912685,49.29981024,23.23702498,21.39122816,21.48453358,27.18218949,32.13615785,26.22969042
FBgn0045064,bwa,protein_coding,-1.1759641,4.378664037,190.5303668,2.35E-09,2.40E-08,29.07521866,28.69646266,29.03474401,11.9845064,12.1995271,14.29079236,21.09523766,20.50229655,20.29450499
FBgn0051226,CG31226,protein_coding,-1.175655408,8.45464552,90.13184552,6.68E-07,2.65E-06,505.4494042,396.148169,534.4763081,224.9714318,196.3363496,214.4585755,308.2274427,412.7159975,364.6788527
FBgn0085395,Shawl,protein_coding,-1.175365073,3.036464905,105.9638025,8.97E-08,4.65E-07,14.90633872,13.62818545,14.35653815,6.910826144,5.867615904,6.207502502,3.322267605,4.005099791,4.068473879
FBgn0015509,Cul1,protein_coding,-1.174066723,7.550869031,198.1476724,1.84E-09,1.99E-08,252.2108989,316.6445666,268.931142,126.9209462,117.682035,126.6833299,161.3971542,163.3508558,153.6447194
FBgn0037234,CG9795,protein_coding,-1.174064157,5.987784742,277.7305227,2.10E-10,4.09E-09,102.0957262,106.4789799,103.8140235,49.68905527,45.2183244,43.47185553,37.93890208,41.14763237,40.85226418
FBgn0015766,Msr-110,protein_coding,-1.173851948,7.769673617,189.0636794,2.47E-09,2.49E-08,337.1516416,318.400776,354.9857215,151.6578286,158.217033,137.918716,156.7273934,189.0502461,159.603837
FBgn0265255,lncRNA:CR44269,ncRNA,-1.173103805,4.003655922,88.13021914,2.70E-07,1.20E-06,22.14794203,25.83384123,23.29551473,10.54205982,10.07318923,11.00332998,16.37901162,11.13322382,13.78494679
FBgn0050324,CG30324,protein_coding,-1.172422261,7.573718517,117.544971,8.18E-08,4.28E-07,267.5524591,206.9868476,264.292355,112.9055324,101.5191756,113.4561283,188.9975312,220.8049658,238.1253829
FBgn0034842,Prosbeta5R1,protein_coding,-1.172267219,7.83338592,129.8462873,3.62E-08,2.12E-07,306.8312057,351.7863179,288.3497143,164.7187876,126.5171035,128.8298494,220.8262488,232.2004283,232.5731127
FBgn0010435,emp,protein_coding,-1.171845659,8.270873469,181.5312474,3.20E-09,3.05E-08,442.8016773,433.0285678,422.9591893,205.3082297,170.4165601,200.8252756,270.7996587,323.3879682,310.2570315
FBgn0033819,CG4714,protein_coding,-1.170985577,8.925261927,180.4361834,3.32E-09,3.14E-08,564.675806,640.4193435,581.422865,298.1343316,251.9104777,243.2335404,572.7775211,615.0212167,607.9257263
FBgn0031462,CG2964,protein_coding,-1.16991387,7.645319983,189.2480715,2.46E-09,2.48E-08,258.2314639,274.7062845,249.343271,129.1599677,101.3307659,117.207703,217.8292382,231.8189903,222.2583348
FBgn0035047,Pof,protein_coding,-1.169556644,9.951357538,170.4323349,4.76E-09,4.12E-08,1425.519889,1529.921875,1397.781673,715.087509,585.005343,635.1377326,818.9738135,918.7412842,884.103306
FBgn0035211,CG2211,protein_coding,-1.169169493,5.222015253,163.073125,6.28E-09,5.08E-08,63.6269754,63.53965845,62.82678427,26.45920664,25.28054238,32.87462384,19.91037299,21.24133282,19.69620001
FBgn0039707,Prtl99C,protein_coding,-1.169078849,7.600123954,196.5746242,1.93E-09,2.06E-08,275.8942059,323.0020448,286.4704976,139.5010897,122.405735,131.8079036,156.7970913,166.8076383,143.3299415
FBgn0028497,CG3530,protein_coding,-1.168986519,5.183511413,288.9706927,1.63E-10,3.41E-09,43.93319943,48.15526353,44.94883111,20.81141829,20.41553515,19.68609828,43.23594414,41.71978949,44.27456868
FBgn0038307,mRpS10,protein_coding,-1.168613598,4.938938596,227.7262271,7.55E-10,1.01E-08,46.87094501,45.83706704,44.15312675,22.02422164,19.1908722,19.64742225,25.04478656,27.70194022,25.36813124
FBgn0029942,CG2059,protein_coding,-1.168579274,4.143772167,107.925664,8.03E-08,4.21E-07,24.45703424,28.83695942,27.8665823,10.93675913,11.2642076,13.96204613,12.54562592,14.63768614,14.38325177
FBgn0051013,CG31013,protein_coding,-1.168563626,6.584008032,291.8364097,1.53E-10,3.27E-09,144.4089343,154.0546943,147.8825008,66.96253245,61.91949719,69.73287857,71.97472055,70.85212249,75.36249555
FBgn0038196,CG9922,protein_coding,-1.168437596,7.161159786,152.4926881,9.57E-09,7.03E-08,217.5986947,218.5602679,235.6300683,102.7366429,112.1037626,83.8302908,103.7105076,111.8090358,101.8075758
FBgn0033814,Qsox1,protein_coding,-1.167951106,6.206836388,170.3055411,4.78E-09,4.14E-08,122.4906925,107.0409669,120.7777631,49.30153231,56.35468256,50.22082242,49.76431615,59.26594095,49.20460173
FBgn0051007,CG31007,protein_coding,-1.167705398,7.58761787,165.1199145,5.81E-09,4.78E-08,240.1455898,247.5552862,226.0477563,120.0029437,96.70127082,100.9444332,218.9444049,257.0177431,223.9575209
FBgn0036085,CG6527,protein_coding,-1.167669627,7.565151661,123.4870609,5.21E-08,2.89E-07,253.577011,198.1531139,260.8047997,102.7868773,99.20442806,115.3319156,204.91189,241.6171808,228.169588
FBgn0050362,boly,protein_coding,-1.166941697,7.694566984,206.3242358,1.42E-09,1.65E-08,255.3904342,241.5139256,258.9594428,123.0457166,104.4126101,109.1437512,233.9294581,265.3378611,272.8270719
FBgn0027949,msb1l,protein_coding,-1.166830403,5.600311353,216.5121447,1.04E-09,1.30E-08,73.7096084,74.49840551,62.89450379,31.74817743,31.66628491,30.59273819,45.86123253,40.8853937,44.58568727
FBgn0015569,alpha-Est10,protein_coding,-1.166737411,5.476800713,237.0261103,5.84E-10,8.33E-09,57.05029392,61.23902405,55.51307616,28.28199983,24.82970491,24.24986959,49.16026749,49.89686823,50.61660149
FBgn0031347,CG10869,protein_coding,-1.166416115,10.4488494,169.736652,4.89E-09,4.21E-08,1791.238991,1883.6049,1646.854066,860.6310864,741.2508032,769.0341417,1540.207908,1716.447499,1630.213551
FBgn0031240,CG3345,protein_coding,-1.165951729,9.57807781,226.4296698,7.83E-10,1.03E-08,1036.492255,1115.983305,1049.449395,507.2029693,441.686133,478.1130587,730.2251264,783.4976466,736.3698398
FBgn0035111,Dis3l2,protein_coding,-1.165826223,7.16292659,210.3939679,1.25E-09,1.50E-08,196.7805963,224.9879946,200.7037261,94.92159648,84.11819543,98.46916741,123.7835091,129.6412658,136.1981461
FBgn0035952,CG5280,protein_coding,-1.165691316,7.815565917,177.0549061,3.74E-09,3.43E-08,313.7101244,378.2172704,293.0562209,150.9832516,140.9977335,147.0655967,202.0310426,192.7454274,208.5451846
FBgn0035268,CG8001,protein_coding,-1.165473808,8.518177088,252.2278567,3.92E-10,6.29E-09,630.4184418,649.4286981,585.6722649,281.097674,276.5652308,274.0003207,193.4581982,190.6713579,217.8308779
FBgn0033969,Pgm2b,protein_coding,-1.165086016,8.330017175,146.0744543,1.25E-08,8.77E-08,376.4545671,424.4933898,366.9720765,194.0557111,150.0346695,176.7494482,382.6880558,433.0037351,391.9376277
FBgn0086442,mib2,protein_coding,-1.16476927,9.344507659,276.2816971,2.18E-10,4.18E-09,841.936124,895.4560821,901.1605766,391.398191,377.0279664,408.5155463,661.1080207,693.2875418,680.9667985
FBgn0032754,CG10700,protein_coding,-1.164565998,2.086677317,44.61313925,1.25E-05,3.50E-05,5.609522437,7.692197457,6.467214118,3.136065447,2.395494566,3.306800398,3.763687776,2.717746287,2.919728313
FBgn0033382,Hydr1,protein_coding,-1.164046437,7.360917452,154.6780708,8.75E-09,6.53E-08,224.0786603,236.6316633,230.4156653,107.1716279,87.77199754,113.6108324,145.2040037,165.1150069,169.3921065
FBgn0043783,CG32444,protein_coding,-1.161844865,6.126669879,177.0190843,3.75E-09,3.43E-08,95.85755043,84.63173412,89.79608293,40.56791297,38.64417217,41.63474419,69.16357104,80.81719221,87.80723918
FBgn0283741,prage,protein_coding,-1.160683295,8.540968014,182.0665935,3.14E-09,3.00E-08,451.167603,519.8906879,452.9758663,236.8267638,206.396081,193.5928584,420.6501905,430.6912668,440.0892127
FBgn0037460,sowi,protein_coding,-1.160500287,7.505229518,253.7606835,3.77E-10,6.10E-09,251.8119458,264.0636552,265.5282362,127.6026996,110.3946176,111.5029889,166.4154046,175.2707956,162.35604
FBgn0052461,CG32461,protein_coding,-1.160263595,6.268015186,265.4720064,2.82E-10,5.02E-09,87.39490882,92.83323232,91.28591236,42.26153184,36.96867176,42.29223667,99.62156285,98.05342524,103.1238467
FBgn0038606,CG15803,protein_coding,-1.159566429,1.950135905,52.20670895,5.35E-06,1.65E-05,5.536985508,6.234543601,5.688439643,2.784424241,3.001097125,1.97247743,3.182871761,3.2899034,2.800067317
FBgn0000527,e,protein_coding,-1.15936712,1.925458452,43.33851897,1.45E-05,4.01E-05,7.495482566,6.375040358,6.585723277,3.128889095,2.725211515,3.326138412,0.929305624,1.6449517,1.364135359
FBgn0037388,CG14676,protein_coding,-1.159206746,6.850857169,193.8552712,2.11E-09,2.21E-08,128.6321524,137.5638874,130.6986727,62.27637516,52.12219357,63.39000997,158.307213,144.3504716,161.8055994
FBgn0039796,CG12069,protein_coding,-1.15892563,7.508075434,189.7079903,2.42E-09,2.45E-08,275.277642,290.196052,266.120782,135.3890405,113.1534737,123.8793178,137.5604649,159.4172756,137.0597053
FBgn0027359,Tim8,protein_coding,-1.158825374,6.028799384,280.458833,1.98E-10,3.91E-09,83.45373573,92.13074854,93.48679675,41.17072647,38.17987688,41.17063186,64.51704292,67.70525837,65.76568364
FBgn0266801,CG45263,protein_coding,-1.158150223,7.161054814,115.3295896,8.70E-08,4.53E-07,206.8511398,229.9931915,202.0750464,110.4296913,96.29753578,79.34387154,112.7944701,130.9286194,119.0866236
FBgn0052026,CG32026,protein_coding,-1.157121339,9.031100003,195.626204,1.99E-09,2.12E-08,575.0727656,639.8397944,628.5217909,308.3749847,255.7594185,262.3781743,669.3091428,689.2347622,680.1531037
FBgn0034046,tun,protein_coding,-1.156431577,5.64309928,307.2409518,1.09E-10,2.66E-09,77.71122893,72.2153332,72.74769389,34.57565977,32.91113462,32.39117349,41.56319402,43.8176989,41.59416236
FBgn0052676,stx,protein_coding,-1.156274663,6.82974402,294.1910058,1.45E-10,3.15E-09,146.1014626,153.5102693,148.6274155,68.526977,64.4495701,68.14716142,119.5087032,121.9409847,132.9912314
FBgn0027554,CG8042,protein_coding,-1.155676294,9.782318138,192.9536409,2.17E-09,2.26E-08,1205.732997,1364.96112,1210.655711,602.4259725,558.1233183,536.6298892,772.2297406,860.11902,814.2452163
FBgn0003475,spir,protein_coding,-1.153448155,8.665719567,95.74673412,3.36E-07,1.45E-06,557.2649498,628.6527401,519.5272242,301.8875632,258.2760335,206.2012435,387.9153999,399.7232631,395.3838644
FBgn0038421,CG17931,protein_coding,-1.15343818,5.078818574,29.02072549,0.000717368,0.001371212,44.52558434,52.51066301,52.77043562,25.49757559,27.08389222,14.4841725,31.13173839,28.56017589,27.33057158
FBgn0004650,fs(1)N,protein_coding,-1.152931344,6.623210459,139.0890259,1.70E-08,1.12E-07,118.4286245,141.9895353,116.3421346,63.41741499,51.56369343,54.39783345,111.0752547,122.6085013,107.479507
FBgn0042213,CG18731,protein_coding,-1.152466208,5.563814927,256.2814422,3.54E-10,5.88E-09,53.10912083,59.13157269,54.81895108,23.78242767,25.38147614,26.00962886,64.35441444,58.81298324,60.54846419
FBgn0036496,cocoon,protein_coding,-1.151793156,7.782743291,321.326793,8.17E-11,2.19E-09,326.4887132,334.4876547,346.5377115,148.0983584,149.9606514,155.4196187,182.7479509,167.5228347,170.3733267
FBgn0032590,CG4631,protein_coding,-1.151432243,9.531565458,179.1833908,3.47E-09,3.24E-08,876.4878807,978.6301623,1077.857733,461.970428,418.3435188,440.0171711,771.6024593,834.8010677,801.1782355
FBgn0051679,Tengl3,protein_coding,-1.150793886,6.665334998,201.356987,1.66E-09,1.84E-08,143.9978917,139.3025348,135.7607068,68.67768037,56.57000792,63.50603806,97.08920503,109.6872865,98.83998305
FBgn0053233,CG33233,protein_coding,-1.150407488,6.135352056,54.91106811,2.95E-05,7.58E-05,91.10638164,91.32289218,103.1029685,42.37635346,33.97430355,52.50270808,61.19477532,81.24631004,75.86507174
